mission,company,location,date,time,rocket,price,successful,original_text,clean_text,cluster,PCA_1,PCA_2,cluster_label
NROL-108,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-12-19,14:00:00,Falcon 9 Block 5,11360000,True,NROL-108,nrol,6,-0.09288118630542545,-0.03805309132376421,crs / gsat / apollo
CMS-01,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2020-12-17,10:09:00,PSLV-XL,22970000,True,CMS-01,cms,6,-0.08748149034647208,-0.03283651036594625,crs / gsat / apollo
Rocket 3.2,Astra,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",2020-12-15,20:55:00,Rocket 3,3750000,False,Rocket 3.2,rocket,6,-0.08820329681984632,-0.0334874246845594,crs / gsat / apollo
The Owl’s Night Begins,Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",2020-12-15,10:09:00,Electron/Curie,6050000,True,The Owl’s Night Begins,the owl’s night begins,6,-0.0878937606141946,-0.033206468473367404,crs / gsat / apollo
SXM-7,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-12-13,17:30:00,Falcon 9 Block 5,12090000,True,SXM-7,sxm,6,-0.08820329682000148,-0.03348742474888343,crs / gsat / apollo
12.5-Kilometer Test Flight,SpaceX,"Suborbital Pad A, Starbase, Texas, USA",2020-12-09,22:45:00,Starship Prototype,2600000,False,12.5-Kilometer Test Flight,kilometer test flight,6,-0.09318474508454555,-0.0383312959286815,crs / gsat / apollo
CRS SpX-21,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-12-06,16:17:00,Falcon 9 Block 5,22030000,True,CRS SpX-21,crs spx,6,-0.10144471462134505,-0.051258163691872916,crs / gsat / apollo
Falcon Eye 2,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2020-12-02,1:33:00,Soyuz ST-A/Fregat-M,6810000,True,Falcon Eye 2,falcon eye,6,-0.08820329681985413,-0.033487424554787086,crs / gsat / apollo
Starlink V1 L15,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-11-25,2:13:00,Falcon 9 Block 5,2220000,True,Starlink V1 L15,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Sentinel-6A Michael Freilich,SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2020-11-21,17:17:00,Falcon 9 Block 5,13840000,True,Sentinel-6A Michael Freilich,sentinel a michael freilich,6,-0.08849304659753641,-0.03376755518364216,crs / gsat / apollo
Return To Sender,Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",2020-11-20,2:20:00,Electron/Curie,6370000,True,Return To Sender,return to sender,6,-0.08748149034646954,-0.032836510366417396,crs / gsat / apollo
Taranis & Seosat,Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France",2020-11-17,1:52:00,Vega,6400000,False,Taranis & Seosat,taranis seosat,6,-0.08748149034646857,-0.03283651036572651,crs / gsat / apollo
SpaceX Crew-1,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-11-16,0:27:00,Falcon 9 Block 5,5980000,True,SpaceX Crew-1,spacex crew,6,-0.09026939328965562,-0.0354283612979317,crs / gsat / apollo
EOS-01 & Rideshares,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2020-11-07,9:41:00,PSLV-DL,12820000,True,EOS-01 & Rideshares,eos rideshares,6,-0.09180282725560554,-0.037086281860505985,crs / gsat / apollo
GPS III-4,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-11-05,23:24:00,Falcon 9 Block 5,4540000,True,GPS III-4,gps iii,6,-0.09374216369924153,-0.0392336098775046,crs / gsat / apollo
In Focus,Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",2020-10-28,21:21:00,Electron/Curie,20900000,True,In Focus,in focus,6,-0.08748149034647117,-0.032836510366165216,crs / gsat / apollo
Starlink V1 L14,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-10-24,15:31:00,Falcon 9 Block 5,1400000,True,Starlink V1 L14,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Starlink V1 L13,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-10-18,12:25:00,Falcon 9 Block 5,9900000,True,Starlink V1 L13,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Soyuz MS-17,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-10-14,5:45:00,Soyuz 2.1a,14470000,True,Soyuz MS-17,soyuz ms,5,-0.11089651534418357,-0.06483636749574567,soyuz / soyuz ms / ms
Starlink V1 L12,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-10-06,11:29:00,Falcon 9 Block 5,3210000,True,Starlink V1 L12,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
CRS NG-14,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-10-03,1:16:00,Antares 230+,8430000,True,CRS NG-14,crs ng,6,-0.10401806292478731,-0.05464786097542297,crs / gsat / apollo
Rocket 3.1,Astra,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",2020-09-12,3:19:00,Rocket 3,4940000,False,Rocket 3.1,rocket,6,-0.08820329681984632,-0.0334874246845594,crs / gsat / apollo
Starlink V1 L11,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-09-03,12:46:00,Falcon 9 Block 5,3510000,True,Starlink V1 L11,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
SSMS n°1 PoC,Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France",2020-09-03,1:51:00,Vega,1200000,True,SSMS n°1 PoC,ssms n° poc,6,-0.08770813898288185,-0.033040017157692406,crs / gsat / apollo
I Can’t Believe It’s Not Optical,Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",2020-08-31,3:05:00,Electron/Photon,22300000,True,I Can’t Believe It’s Not Optical,i can’t believe it’s not optical,6,-0.08748149034646938,-0.03283651036747085,crs / gsat / apollo
SAOCOM 1B & Rideshares,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-08-30,23:18:00,Falcon 9 Block 5,13510000,True,SAOCOM 1B & Rideshares,saocom b rideshares,6,-0.09132337822731469,-0.036642045281903825,crs / gsat / apollo
Starlink V1 L10 & SkySat 19 to 21,SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2020-08-18,14:31:00,Falcon 9 Block 5,3810000,True,Starlink V1 L10 & SkySat 19 to 21,starlink v l skysat to,6,-0.10302259997539659,-0.061936010220603,crs / gsat / apollo
"BSat 4b & Galaxy 30, MEV-2",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-08-15,22:04:00,Ariane 5 ECA,9170000,True,"BSat 4b & Galaxy 30, MEV-2",bsat b galaxy mev,6,-0.09182844192842364,-0.03533389197515308,crs / gsat / apollo
Starlink V1 L9 & BlackSky,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-08-07,5:12:00,Falcon 9 Block 5,24140000,True,Starlink V1 L9 & BlackSky,starlink v l blacksky,6,-0.10178578274347255,-0.0600669535665811,crs / gsat / apollo
150 Meter Hop,SpaceX,"Pad A, Boca Chica, Texas, USA",2020-08-04,23:57:00,Starship Prototype,16110000,True,150 Meter Hop,meter hop,6,-0.08748149034647154,-0.032836510366379044,crs / gsat / apollo
Ekspress-80 & Ekspress-103,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2020-07-30,21:25:00,Proton-M/Briz-M,6430000,True,Ekspress-80 & Ekspress-103,ekspress ekspress,6,-0.08748149034647347,-0.03283651036562754,crs / gsat / apollo
Progress MS-15,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-07-23,14:26:00,Soyuz 2.1a,15570000,True,Progress MS-15,progress ms,6,-0.10953845686380043,-0.06277336541434132,crs / gsat / apollo
ANASIS-II,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-07-20,21:30:00,Falcon 9 Block 5,16260000,True,ANASIS-II,anasisii,6,-0.08748149034647223,-0.03283651036613395,crs / gsat / apollo
NROL-129,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2020-07-15,13:46:00,Minotaur IV,3100000,True,NROL-129,nrol,6,-0.09288118630542545,-0.03805309132376421,crs / gsat / apollo
Pics Or It Didn't Happen,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-07-04,21:19:00,Electron/Curie,19030000,False,Pics Or It Didn't Happen,pics or it didnt happen,6,-0.0874814903464707,-0.03283651036695903,crs / gsat / apollo
GPS III SV03,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-30,20:10:00,Falcon 9 Block 5,18810000,True,GPS III SV03,gps iii sv,6,-0.09257170557015726,-0.038024032935297686,crs / gsat / apollo
Starlink V1 L8 & SkySat 16 to 18,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-13,9:21:00,Falcon 9 Block 5,4590000,True,Starlink V1 L8 & SkySat 16 to 18,starlink v l skysat to,6,-0.10302259997539659,-0.061936010220603,crs / gsat / apollo
Don't stop me now!,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-06-13,5:12:00,Electron/Curie,12180000,True,Don't stop me now!,dont stop me now,6,-0.0874814903464712,-0.032836510367369384,crs / gsat / apollo
Starlink V1 L7,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-04,1:25:00,Falcon 9 Block 5,17890000,True,Starlink V1 L7,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
SpaceX Demo-2,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-05-30,19:22:00,Falcon 9 Block 5,4080000,True,SpaceX Demo-2,spacex demo,6,-0.08950943245577009,-0.03471023620061235,crs / gsat / apollo
Progress MS-14,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-25,1:51:00,Soyuz 2.1a,13820000,True,Progress MS-14,progress ms,6,-0.10953845686380043,-0.06277336541434132,crs / gsat / apollo
Starlink V1 L6,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-04-22,19:30:00,Falcon 9 Block 5,4180000,True,Starlink V1 L6,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Soyuz MS-16,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-09,8:05:00,Soyuz 2.1a,4850000,True,Soyuz MS-16,soyuz ms,5,-0.11089651534418357,-0.06483636749574567,soyuz / soyuz ms / ms
OneWeb #3,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-03-21,17:06:00,Soyuz 2.1b/Fregat,7680000,True,OneWeb #3,oneweb,6,-0.08968324285238423,-0.03486986419011689,crs / gsat / apollo
Starlink V1 L5,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-03-18,12:16:00,Falcon 9 Block 5,16280000,True,Starlink V1 L5,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
CRS-20,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-03-07,4:50:00,Falcon 9 Block 5,22300000,True,CRS-20,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
JCSAT-17 & GEO-KOMPSAT 2B,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-02-18,22:18:00,Ariane 5 ECA,6050000,True,JCSAT-17 & GEO-KOMPSAT 2B,jcsat geokompsat b,6,-0.09116566615736287,-0.03643427348951093,crs / gsat / apollo
Starlink V1 L4,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-02-17,15:05:00,Falcon 9 Block 5,8380000,True,Starlink V1 L4,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
CRS NG-13,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-02-15,20:21:00,Antares 230+,22880000,True,CRS NG-13,crs ng,6,-0.10401806292478731,-0.05464786097542297,crs / gsat / apollo
OneWeb #2,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-02-06,21:42:00,Soyuz 2.1b/Fregat,3030000,True,OneWeb #2,oneweb,6,-0.08968324285238423,-0.03486986419011689,crs / gsat / apollo
Birds of a Feather / NROL-151,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-01-31,2:56:00,Electron/Curie,19740000,True,Birds of a Feather / NROL-151,birds of a feather nrol,6,-0.08960849185017722,-0.03489722973986354,crs / gsat / apollo
Starlink V1 L3,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-29,14:06:00,Falcon 9 Block 5,12200000,True,Starlink V1 L3,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Crew Dragon Inflight Abort Test,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-01-19,15:30:00,Falcon 9 Block 5,14620000,True,Crew Dragon Inflight Abort Test,crew dragon inflight abort test,6,-0.08903530954217688,-0.034310878141175775,crs / gsat / apollo
Eutelsat Konnect BB4A & GSAT-30,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-01-16,21:05:00,Ariane 5 ECA,17850000,True,Eutelsat Konnect BB4A & GSAT-30,eutelsat konnect bb a gsat,6,-0.09405730944403418,-0.03903886283676603,crs / gsat / apollo
Starlink V1 L2,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-07,2:19:00,Falcon 9 Block 5,12050000,True,Starlink V1 L2,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
Elektro-L n†­3,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-12-24,12:03:00,Proton-M/DM-3,15470000,True,Elektro-L n†­3,elektrol n†­,6,-0.08893711356433312,-0.0341646695375245,crs / gsat / apollo
"CSG-1, CHEOPS & Others",Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-12-18,8:54:00,Soyuz ST-A/Fregat-M,6750000,True,"CSG-1, CHEOPS & Others",csg cheops others,6,-0.08788140130689377,-0.033195307450366855,crs / gsat / apollo
JCSAT-18 / Kacific-1,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-17,0:10:00,Falcon 9 Block 5,15340000,True,JCSAT-18 / Kacific-1,jcsat kacific,6,-0.09080863193512859,-0.03607867931756133,crs / gsat / apollo
RISAT 2BR1,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-12-11,9:55:00,PSLV-QL,18310000,True,RISAT 2BR1,risat br,6,-0.08862516286897867,-0.03388258352469901,crs / gsat / apollo
Progress MS-13 (74P),Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-12-06,9:34:00,Soyuz 2.1a,16490000,True,Progress MS-13 (74P),progress ms p,6,-0.10953845686380043,-0.06277336541434132,crs / gsat / apollo
Running Out Of Fingers,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-12-06,8:18:00,Electron/Curie,22350000,True,Running Out Of Fingers,running out of fingers,6,-0.0877034189273199,-0.03303506388271635,crs / gsat / apollo
CRS-19,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-05,17:29:00,Falcon 9 Block 5,24610000,True,CRS-19,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
Cartosat-3 & Rideshares,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-11-27,3:58:00,PSLV-XL,12610000,True,Cartosat-3 & Rideshares,cartosat rideshares,6,-0.09526589210152048,-0.0406436604596316,crs / gsat / apollo
Inmarsat 5 F5 & TIBA-1,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-11-26,21:23:00,Ariane 5 ECA,17420000,True,Inmarsat 5 F5 & TIBA-1,inmarsat f tiba,6,-0.08977595675390368,-0.03503299732253665,crs / gsat / apollo
Starlink V1 L1,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-11-11,14:56:00,Falcon 9 Block 5,9210000,True,Starlink V1 L1,starlink v l,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
CRS NG-12,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-11-02,13:59:00,Antares 230+,21070000,True,CRS NG-12,crs ng,6,-0.10401806292478731,-0.05464786097542297,crs / gsat / apollo
As The Crow Flies,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-10-17,1:22:00,Electron/Curie,3460000,True,As The Crow Flies,as the crow flies,6,-0.0874814903464714,-0.03283651036637708,crs / gsat / apollo
ICON,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2019-10-11,1:59:00,Pegasus XL,18550000,True,ICON,icon,6,-0.08748149034647121,-0.03283651036780685,crs / gsat / apollo
Eutelsat 5 West B & MEV-1,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-10-09,10:17:00,Proton-M/Briz-M,22140000,True,Eutelsat 5 West B & MEV-1,eutelsat west b mev,6,-0.09253504651941888,-0.03436736520519645,crs / gsat / apollo
Soyuz MS-15 (61S),Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-09-25,13:57:00,Soyuz FG,23680000,True,Soyuz MS-15 (61S),soyuz ms s,5,-0.11089651534418357,-0.06483636749574567,soyuz / soyuz ms / ms
Soyuz MS-14 (60S),Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-08-22,3:38:00,Soyuz 2.1a,8790000,True,Soyuz MS-14 (60S),soyuz ms s,5,-0.11089651534418357,-0.06483636749574567,soyuz / soyuz ms / ms
"Look Ma, No Hands!",Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-08-19,12:12:00,Electron/Curie,17680000,True,"Look Ma, No Hands!",look ma no hands,6,-0.08871396239168412,-0.03398894722281321,crs / gsat / apollo
AMOS-17,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-08-06,23:23:00,Falcon 9 Block 5,18220000,True,AMOS-17,amos,6,-0.08860621244275799,-0.03385775973898674,crs / gsat / apollo
EDRS-C/HYLAS 3 & Intelsat 39,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-08-06,19:30:00,Ariane 5 ECA,19710000,True,EDRS-C/HYLAS 3 & Intelsat 39,edrschylas intelsat,6,-0.11319810173292132,0.31474149139601165,crs / gsat / apollo
Cosmos 2539,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-08-05,21:56:00,Proton-M/Briz-M,5730000,True,Cosmos 2539,cosmos,6,-0.08893711357159365,-0.0341646676239338,crs / gsat / apollo
Progress MS-12,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-07-31,12:10:00,Soyuz 2.1a,19390000,True,Progress MS-12,progress ms,6,-0.10953845686380043,-0.06277336541434132,crs / gsat / apollo
CRS-18,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-07-25,22:01:00,Falcon 9 Block 5,17720000,True,CRS-18,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
Chandrayaan-2 lunar mission,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-07-22,9:13:00,GSLV Mk III,21260000,True,Chandrayaan-2 lunar mission,chandrayaan lunar mission,6,-0.08947111070941517,-0.03467691097331905,crs / gsat / apollo
Soyuz MS-13 (59S),Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-07-20,16:28:00,Soyuz FG,13170000,True,Soyuz MS-13 (59S),soyuz ms s,5,-0.11089651534418357,-0.06483636749574567,soyuz / soyuz ms / ms
Spektr-RG,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-07-13,12:31:00,Proton-M/DM-3,23850000,True,Spektr-RG,spektrrg,6,-0.0874814903464729,-0.03283651036735349,crs / gsat / apollo
Falcon Eye 1,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-07-11,1:53:00,Vega,6460000,False,Falcon Eye 1,falcon eye,6,-0.08820329681985413,-0.033487424554787086,crs / gsat / apollo
"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2019-07-05,5:41:00,Soyuz 2.1b/Fregat-M,7670000,True,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",meteorm no landmapperbc and others,6,-0.08773813771336011,-0.03308046395562103,crs / gsat / apollo
Make it Rain,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-06-29,4:30:00,Electron/Curie,16950000,True,Make it Rain,make it rain,6,-0.08748149034647237,-0.032836510366659605,crs / gsat / apollo
STP-2,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-06-25,6:30:00,Falcon Heavy,19200000,True,STP-2,stp,6,-0.08900933565020155,-0.034232188382718645,crs / gsat / apollo
Eutelsat 7C &  AT&T T-16,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-06-20,21:43:00,Ariane 5 ECA,5860000,True,Eutelsat 7C &  AT&T T-16,eutelsat c att t,6,-0.09178004270937247,-0.036030655493072855,crs / gsat / apollo
RADARSAT Constellation,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2019-06-12,14:17:00,Falcon 9 Block 5,12720000,True,RADARSAT Constellation,radarsat constellation,6,-0.08748149034647121,-0.03283651036686353,crs / gsat / apollo
Yamal-601,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-05-30,17:42:00,Proton-M/Briz-M,4010000,True,Yamal-601,yamal,6,-0.0874814903464727,-0.03283651036676955,crs / gsat / apollo
Cosmos 2534,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-05-27,6:23:00,Soyuz 2.1b/Fregat-M,1850000,True,Cosmos 2534,cosmos,6,-0.08893711357159365,-0.0341646676239338,crs / gsat / apollo
Starlink V0.9,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-05-24,2:30:00,Falcon 9 Block 5,11630000,True,Starlink V0.9,starlink v,4,-0.12338918703245284,-0.10123192340543531,starlink / starlink group / group
RISAT-2B,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-05-22,0:00:00,PSLV-CA,18410000,True,RISAT-2B,risat b,6,-0.08933746948781693,-0.03452916999881517,crs / gsat / apollo
That's a Funny Looking Cactus,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-05-05,6:00:00,Electron/Curie,19190000,True,That's a Funny Looking Cactus,thats a funny looking cactus,6,-0.08748149034647042,-0.03283651036615051,crs / gsat / apollo
CRS-17,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-05-04,6:48:00,Falcon 9 Block 5,14970000,True,CRS-17,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
